Year,Crash Descriptor,Time,Time Label,Date,Day of Week,Police Report,Lighting Conditions,City,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Traffic Control Device,Road Surface Conditions,DOT Reference Marker Location,Pedestrian Bicyclist Action,Event Descriptor,Number of Vehicles Involved
2014,Property Damage Accident,14:00,Afternoon,01/21/2014,Tuesday,N,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
2014,Property Damage Accident,18:54,Night,01/19/2014,Sunday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Curve and Level,Snow,None,Snow/Ice,81I73051146,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2014,Injury Accident,07:47,Morning,01/19/2014,Sunday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051119,Not Applicable,"Overturned, Non-Collision",1
2014,Property Damage Accident,18:45,Night,01/19/2014,Sunday,Y,Dark-Road Unlighted,Minneapolis,OVERTAKING,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051140,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,16:10,Night,01/19/2014,Sunday,Y,Daylight,Minneapolis,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,81I73051151,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,04:40,Morning,01/18/2014,Saturday,Y,Dark-Road Lighted,Kansas City,OTHER,STEUBEN,Curve and Level,Snow,No Passing Zone,Snow/Ice,17 64041318,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
2014,Property Damage Accident,07:57,Morning,01/13/2014,Monday,Y,Daylight,Kansas City,OTHER,STEUBEN,Curve and Grade,Clear,No Passing Zone,Snow/Ice,,Not Applicable,"Overturned, Non-Collision",1
2014,Property Damage Accident,07:40,Morning,01-11-2014,Saturday,N,Daylight,Kansas City,OTHER,STEUBEN,Curve and Grade,Rain,None,Snow/Ice,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2014,Injury Accident,19:00,Night,01-10-2014,Friday,Y,Dark-Road Unlighted,Minneapolis,REAR END,JEFFERSON,Straight and Level,Clear,Stop Sign,Wet,81I73051158,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,18:56,Night,01-10-2014,Friday,Y,Dark-Road Unlighted,Minneapolis,OTHER,JEFFERSON,Straight and Level,Cloudy,None,Wet,11 73051143,Not Applicable,Deer,1
2014,Property Damage & Injury Accident,10:30,Morning,01-07-2014,Tuesday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Straight and Level,Snow,No Passing Zone,Snow/Ice,11 73051124,Not Applicable,"Other Motor Vehicle, Collision With",4
2014,Property Damage & Injury Accident,11:51,Morning,01-07-2014,Tuesday,Y,Daylight,Minneapolis,RIGHT ANGLE,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,11 73051109,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage & Injury Accident,19:21,Night,01-07-2014,Tuesday,Y,Dark-Road Lighted,Minneapolis,SIDESWIPE,JEFFERSON,Curve and Grade,Snow,No Passing Zone,Snow/Ice,11 73051102,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,01:27,Morning,01-07-2014,Tuesday,Y,Dark-Road Lighted,Kansas City,RIGHT ANGLE,STEUBEN,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2014,Property Damage Accident,19:45,Night,01-06-2014,Monday,Y,Dark-Road Unlighted,Kansas City,OTHER,STEUBEN,Straight and Grade,Cloudy,No Passing Zone,Dry,,Not Applicable,Deer,1
2014,Property Damage Accident,09:21,Morning,01-06-2014,Monday,Y,Daylight,Kansas City,OTHER,STEUBEN,Curve and Grade,Cloudy,No Passing Zone,Snow/Ice,,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
2014,Property Damage & Injury Accident,11:55,Morning,01-03-2014,Friday,Y,Daylight,Minneapolis,OTHER,JEFFERSON,Curve and Level,Clear,None,Snow/Ice,81I73051104,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
2014,Property Damage & Injury Accident,12:13,Afternoon,01-02-2014,Thursday,Y,Daylight,Kansas City,OTHER,STEUBEN,Curve and Grade,Snow,No Passing Zone,Snow/Ice,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage & Injury Accident,10:30,Morning,12/30/2016,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Level,Snow,No Passing Zone,Wet,7 92021065,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage & Injury Accident,18:15,Night,12/26/2016,Monday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Rain,None,Wet,88I92021025,Not Applicable,Deer,1
2016,Property Damage Accident,17:18,Night,12/22/2016,Thursday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Level,Snow,No Passing Zone,Snow/Ice,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,11:43,Morning,12/17/2016,Saturday,Y,Daylight,Houston,RIGHT ANGLE,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Snow/Ice,,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage Accident,04:25,Morning,12-11-2016,Sunday,Y,Dark-Road Lighted,Houston,LEFT TURN (0),CHENANGO,Curve and Level,Snow,None,Snow/Ice,,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage Accident,06:00,Morning,12-01-2016,Thursday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Level,Rain,None,Wet,88I92021049,Not Applicable,Deer,1
2016,Property Damage Accident,17:35,Night,11/27/2016,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Wet,88I92021036,Not Applicable,Deer,1
2016,Property Damage Accident,12:23,Afternoon,11/26/2016,Saturday,Y,Daylight,Houston,OVERTAKING,CHENANGO,Straight and Level,Cloudy,None,Wet,,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage Accident,17:03,Night,11/23/2016,Wednesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,235 92021018,Not Applicable,Deer,1
2016,Property Damage Accident,03:28,Morning,11/23/2016,Wednesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Snow/Ice,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,05:40,Morning,11/21/2016,Monday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Snow,None,Snow/Ice,88I92021008,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,12:00,Afternoon,11/21/2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Curve at Hill Crest,Snow,None,Snow/Ice,7 92021010,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
2016,Property Damage Accident,15:54,Afternoon,11/21/2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Snow,No Passing Zone,Snow/Ice,41 92021002,Not Applicable,Deer,1
2016,Property Damage Accident,05:00,Morning,11/19/2016,Saturday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Fog/Smog/Smoke,None,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,18:30,Night,11/13/2016,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,No Passing Zone,Dry,7 92021038,Not Applicable,Deer,1
2016,Property Damage Accident,23:01,Night,11-07-2016,Monday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021034,Not Applicable,Deer,1
2016,Property Damage Accident,19:20,Night,11-05-2016,Saturday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,19:20,Night,11-05-2016,Saturday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021047,Not Applicable,Deer,1
2016,Property Damage Accident,07:30,Morning,11-04-2016,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Level,Cloudy,None,Dry,88I92021051,Not Applicable,Deer,1
2016,Property Damage Accident,18:35,Night,10/25/2016,Tuesday,Y,Dusk,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,7 92021012,Not Applicable,Deer,1
2016,Property Damage Accident,19:51,Night,10/16/2016,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,235 92021024,Not Applicable,Deer,1
2016,Property Damage Accident,21:00,Night,10/13/2016,Thursday,N,Dark-Road Unlighted,Houston,Unknown,CHENANGO,Curve and Level,Cloudy,Unknown,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage Accident,11:54,Morning,10-12-2016,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021072,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,07:59,Morning,10-10-2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Clear,None,Dry,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,04:46,Morning,10-09-2016,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021035,Not Applicable,Deer,1
2016,Property Damage Accident,00:00,Morning,10-05-2016,Wednesday,N,Unknown,Houston,OTHER,CHENANGO,Unknown,Unknown,Unknown,Unknown,7 92021018,Not Applicable,Deer,1
2016,Property Damage Accident,10:05,Morning,10-02-2016,Sunday,Y,Daylight,Houston,OTHER,CHENANGO,Straight at Hill Crest,Cloudy,No Passing Zone,Wet,7 92021023,Not Applicable,"Overturned, Non-Collision",1
2016,Property Damage & Injury Accident,15:52,Afternoon,09/26/2016,Monday,Y,Daylight,Houston,SIDESWIPE,CHENANGO,Straight at Hill Crest,Clear,No Passing Zone,Dry,235 92021013,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage Accident,08:09,Morning,09/19/2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Wet,,Not Applicable,Deer,1
2016,Property Damage Accident,13:20,Afternoon,09-11-2016,Sunday,Y,Daylight,Houston,RIGHT TURN (5),CHENANGO,Straight and Level,Clear,Stop Sign,Dry,7 92021053,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage Accident,06:02,Morning,08/20/2016,Saturday,N,Dawn,Houston,OTHER,CHENANGO,Straight and Level,Fog/Smog/Smoke,None,Dry,7 92021079,Not Applicable,Deer,1
2016,Property Damage Accident,21:42,Night,08-10-2016,Wednesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Level,Cloudy,None,Dry,7 92021036,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,11:20,Morning,08-01-2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Cloudy,None,Dry,7 92021018,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,16:40,Night,07/26/2016,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021053,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,02:45,Morning,07/24/2016,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021055,Not Applicable,"Animal, Collision With",1
2016,Property Damage Accident,15:22,Afternoon,07-12-2016,Tuesday,N,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Clear,None,Dry,7 92021061,Not Applicable,"Tree, Collision With Fixed Object",1
2016,Property Damage Accident,21:42,Night,07-11-2016,Monday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Level,Clear,No Passing Zone,Dry,7 92021003,Not Applicable,Deer,1
2016,Property Damage Accident,12:37,Afternoon,07-04-2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,,Not Applicable,Deer,1
2016,Property Damage & Injury Accident,12:41,Afternoon,06/25/2016,Saturday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Level,Clear,None,Dry,88I92021007,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,00:00,Morning,06/16/2016,Thursday,N,Dusk,Houston,OTHER,CHENANGO,Straight and Level,Clear,Unknown,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,19:50,Night,06/16/2016,Thursday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,09:10,Morning,06-12-2016,Sunday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Clear,None,Dry,88I92021010,Not Applicable,Deer,1
2016,Property Damage Accident,21:05,Night,06-12-2016,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,88I92021021,Not Applicable,Deer,1
2016,Property Damage Accident,07:15,Morning,06-11-2016,Saturday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,88I92021038,Not Applicable,"Animal, Collision With",1
2016,Property Damage Accident,00:00,Morning,06-03-2016,Friday,N,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,08:11,Morning,05/31/2016,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021024,Not Applicable,Deer,1
2016,Property Damage Accident,05:10,Morning,05/19/2016,Thursday,Y,Dawn,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,7 92021059,Not Applicable,Deer,1
2016,Property Damage Accident,05:30,Morning,05/16/2016,Monday,Y,Dawn,Houston,OTHER,CHENANGO,Curve and Grade,Cloudy,None,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,15:12,Afternoon,05-11-2016,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Cloudy,None,Dry,88I92021058,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage & Injury Accident,12:50,Afternoon,05-02-2016,Monday,Y,Daylight,Houston,REAR END,CHENANGO,Curve and Level,Rain,No Passing Zone,Wet,7 92021071,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage & Injury Accident,16:00,Night,04/27/2016,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,11:45,Morning,04/18/2016,Monday,N,Daylight,Houston,Unknown,CHENANGO,Straight and Level,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2016,Property Damage & Injury Accident,12:30,Afternoon,04-12-2016,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,09:13,Morning,04-04-2016,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Snow,None,Snow/Ice,88I92021022,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Injury Accident,20:50,Night,03/25/2016,Friday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Grade,Clear,None,Dry,,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
2016,Injury Accident,18:19,Night,03/18/2016,Friday,Y,Dusk,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Wet,41 92021047,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,08:00,Morning,03/17/2016,Thursday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Fog/Smog/Smoke,None,Wet,7 92021081,Not Applicable,Deer,1
2016,Property Damage Accident,12:00,Afternoon,03-07-2016,Monday,N,Unknown,Houston,OTHER,CHENANGO,Unknown,Unknown,Unknown,Unknown,,Not Applicable,Deer,1
2016,Property Damage Accident,11:53,Morning,03-02-2016,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Dry,88I92021002,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,14:28,Afternoon,03-02-2016,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Level,Clear,None,Dry,,Not Applicable,"Tree, Collision With Fixed Object",1
2016,Property Damage Accident,07:50,Morning,02/26/2016,Friday,Y,Unknown,Houston,OTHER,CHENANGO,Curve and Level,Cloudy,None,Snow/Ice,,Not Applicable,"Guide Rail - End, Collision With Fixed Object",1
2016,Property Damage Accident,09:30,Morning,02/16/2016,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Level,Sleet/Hail/Freezing Rain,None,Snow/Ice,7 92021008,Not Applicable,"Bridge Structure, Collision With Fixed Object",1
2016,Property Damage & Injury Accident,13:35,Afternoon,02/13/2016,Saturday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Dry,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2016,Property Damage Accident,00:15,Morning,01/28/2016,Thursday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Grade,Cloudy,No Passing Zone,Dry,7 92021040,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2016,Property Damage Accident,05:30,Morning,01/26/2016,Tuesday,N,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,,Not Applicable,"Animal, Collision With",1
2016,Property Damage Accident,06:30,Morning,01/26/2016,Tuesday,Y,Dawn,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,04:40,Morning,01/22/2016,Friday,Y,Dark-Road Lighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021008,Not Applicable,Deer,1
2016,Injury Accident,20:34,Night,01-12-2016,Tuesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Snow,None,Snow/Ice,88I92021045,Riding/Walking/Skating Along Highway Against Traffic,"Pedestrian, Collision With",1
2016,Injury Accident,11:50,Morning,01-08-2016,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Level,Cloudy,None,Dry,88I92021029,Not Applicable,"Tree, Collision With Fixed Object",1
2016,Injury Accident,04:57,Morning,01-08-2016,Friday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Snow/Ice,,Not Applicable,"Tree, Collision With Fixed Object",1
2016,Property Damage Accident,06:30,Morning,01-06-2016,Wednesday,N,Unknown,Houston,OTHER,CHENANGO,Unknown,Unknown,Unknown,Unknown,,Not Applicable,Deer,1
2016,Property Damage Accident,17:30,Night,01-01-2016,Friday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Grade,Cloudy,None,Dry,,Not Applicable,Deer,1
2016,Property Damage Accident,23:30,Night,01-01-2016,Friday,N,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Grade,Snow,None,Snow/Ice,,Not Applicable,Deer,1
2015,Property Damage Accident,05:24,Morning,12/28/2015,Monday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,88I92021048,Not Applicable,Deer,1
2015,Property Damage Accident,17:43,Night,12/27/2015,Sunday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Curve and Grade,Rain,None,Wet,,Not Applicable,"Tree, Collision With Fixed Object",1
2015,Property Damage Accident,07:03,Morning,12/23/2015,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Fog/Smog/Smoke,None,Wet,,Not Applicable,Deer,1
2015,Property Damage Accident,08:50,Morning,12/18/2015,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,88I92021048,Not Applicable,Deer,1
2015,Property Damage & Injury Accident,01:14,Morning,11/27/2015,Friday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,,Not Applicable,"Building/Wall, Collision With Fixed Object",1
2015,Property Damage & Injury Accident,09:51,Morning,11/25/2015,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,No Passing Zone,Dry,7 92021012,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2015,Property Damage Accident,07:16,Morning,11/24/2015,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021003,Not Applicable,Deer,1
2015,Property Damage Accident,18:30,Night,11/20/2015,Friday,N,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight at Hill Crest,Clear,None,Dry,,Not Applicable,Deer,1
2015,Property Damage Accident,17:12,Night,11/20/2015,Friday,Y,Dusk,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,7 92021070,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2015,Property Damage Accident,04:15,Morning,11-11-2015,Wednesday,N,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Rain,None,Wet,,Not Applicable,Deer,1
2015,Property Damage & Injury Accident,16:03,Night,11-08-2015,Sunday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Cloudy,None,Dry,,Not Applicable,"Tree, Collision With Fixed Object",1
2015,Property Damage & Injury Accident,11:25,Morning,11-03-2015,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Clear,No Passing Zone,Dry,7 92021016,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
2015,Property Damage Accident,18:45,Night,11-03-2015,Tuesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,,Not Applicable,Deer,1
2015,Property Damage Accident,13:45,Afternoon,10/26/2015,Monday,Y,Daylight,Houston,REAR END,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",2
2015,Property Damage & Injury Accident,15:41,Afternoon,10/23/2015,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Clear,None,Dry,88I92021000,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
2015,Property Damage Accident,16:14,Night,10-02-2015,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,7 92021010,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
2015,Property Damage Accident,19:12,Night,10-01-2015,Thursday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021027,Not Applicable,Deer,1
2015,Property Damage Accident,20:53,Night,09-09-2015,Wednesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,7 92021067,Not Applicable,Deer,1
2015,Property Damage & Injury Accident,11:00,Morning,09-05-2015,Saturday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Clear,None,Dry,,Not Applicable,"Other Motor Vehicle, Collision With",3
2015,Property Damage Accident,07:45,Morning,09-04-2015,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Fog/Smog/Smoke,No Passing Zone,Dry,7 92021030,Not Applicable,Deer,1
2015,Property Damage Accident,14:00,Afternoon,08/28/2015,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Cloudy,None,Dry,88I92021032,Not Applicable,"Animal, Collision With",1
2015,Property Damage Accident,22:00,Night,08/25/2015,Tuesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,7 92021066,Not Applicable,Deer,1
2015,Property Damage Accident,22:19,Night,08/13/2015,Thursday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Grade,Clear,No Passing Zone,Dry,7 92021061,Not Applicable,"Ran Off Roadway Only, Non-Collision",1
2015,Property Damage Accident,11:30,Morning,08-07-2015,Friday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021066,Not Applicable,Deer,1
2015,Property Damage Accident,21:10,Night,07/27/2015,Monday,N,Dusk,Houston,OTHER,CHENANGO,Straight and Grade,Rain,None,Wet,,Not Applicable,Deer,1
2015,Property Damage & Injury Accident,21:54,Night,07/15/2015,Wednesday,Y,Dark-Road Unlighted,Houston,REAR END,CHENANGO,Straight and Level,Clear,None,Dry,88I92021057,Not Applicable,"Other Motor Vehicle, Collision With",2
2015,Property Damage & Injury Accident,21:57,Night,07-11-2015,Saturday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,,Not Applicable,"Ran Off Roadway Only, Non-Collision",1
2015,Property Damage Accident,07:23,Morning,06/30/2015,Tuesday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Rain,None,Wet,,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
2015,Property Damage Accident,11:45,Morning,06/29/2015,Monday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Level,Cloudy,None,Dry,88I92021010,Not Applicable,Deer,1
2015,Property Damage Accident,20:44,Night,06/27/2015,Saturday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Rain,None,Wet,,Not Applicable,Deer,1
2015,Property Damage Accident,21:30,Night,06/24/2015,Wednesday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Clear,None,Dry,88I92021035,Not Applicable,Deer,1
2015,Property Damage & Injury Accident,14:04,Afternoon,06/21/2015,Sunday,Y,Daylight,Houston,OTHER,CHENANGO,Curve and Grade,Clear,None,Dry,,Not Applicable,"Ran Off Roadway Only, Non-Collision",1
2015,Property Damage Accident,00:00,Morning,06/21/2015,Sunday,N,Unknown,Houston,OTHER,CHENANGO,Unknown,Unknown,Unknown,Unknown,,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
2015,Property Damage Accident,05:15,Morning,06/18/2015,Thursday,N,Dawn,Houston,OTHER,CHENANGO,Curve and Level,Cloudy,None,Dry,235 92021021,Not Applicable,Deer,1
2015,Property Damage & Injury Accident,15:57,Afternoon,06/15/2015,Monday,Y,Daylight,Houston,REAR END,CHENANGO,Curve and Level,Cloudy,Stopped School Bus-Red Lights Flashing,Dry,41 92021022,Not Applicable,"Other Motor Vehicle, Collision With",2
2015,Property Damage Accident,03:21,Morning,06/15/2015,Monday,Y,Dark-Road Unlighted,Houston,OTHER,CHENANGO,Straight and Level,Rain,None,Wet,88I92021049,Not Applicable,"Median - Not At End, Collision With Fixed Object",1
2015,Property Damage & Injury Accident,20:00,Night,06-10-2015,Wednesday,Y,Daylight,Houston,OTHER,CHENANGO,Straight and Grade,Clear,None,Dry,88I92021069,Not Applicable,Deer,1
